일자,시도명,읍면동명,평균 기온,일강수량,최대 풍속,업종명,이용금액,데이터기준일자
2018-04-02,제주시,한림읍,19.6,0,3.3,건강보조식품 소매업,3973600,2020-12-15
2018-04-02,서귀포시,남원읍,18.7,0,2,건강보조식품 소매업,1600000,2020-12-15
2018-04-02,서귀포시,효돈동,18.7,0,2,과실 및 채소 소매업,22235500,2020-12-15
2018-04-02,제주시,구좌읍,19.1,0,3.7,골프장 운영업,269068450,2020-12-15
2018-04-02,서귀포시,성산읍,19,0,2.9,건강보조식품 소매업,726500,2020-12-15
2018-04-02,서귀포시,표선면,19,0,2.9,건강보조식품 소매업,29567100,2020-12-15
2018-04-02,제주시,도두동,16.6,0,1.6,건강보조식품 소매업,330000,2020-12-15
2018-04-02,제주시,외도동,16.6,0,1.6,건강보조식품 소매업,9231080,2020-12-15
2018-04-02,제주시,이호동,16.6,0,1.6,건강보조식품 소매업,64799600,2020-12-15
2018-04-02,제주시,삼도2동,16.2,0,2.6,건강보조식품 소매업,373600,2020-12-15
2018-04-02,제주시,삼도1동,16.2,0,2.6,건강보조식품 소매업,13456660,2020-12-15
2018-04-02,제주시,오라동,16.2,0,2.6,골프장 운영업,509199467,2020-12-15
2018-04-02,제주시,용담2동,16.2,0,2.6,건강보조식품 소매업,146000,2020-12-15
2018-04-02,제주시,용담1동,16.2,0,2.6,건강보조식품 소매업,250000,2020-12-15
2018-04-02,제주시,이도2동,16.2,0,2.6,건강보조식품 소매업,14821800,2020-12-15
2018-04-02,제주시,이도1동,16.2,0,2.6,건강보조식품 소매업,17892400,2020-12-15
2018-04-02,제주시,일도2동,16.2,0,2.6,건강보조식품 소매업,3394000,2020-12-15
2018-04-02,제주시,일도1동,16.2,0,2.6,건강보조식품 소매업,1480000,2020-12-15
2018-04-02,제주시,건입동,13.5,0,1.6,건강보조식품 소매업,180000,2020-12-15
2018-04-02,제주시,봉개동,13.5,0,1.6,골프장 운영업,295684730,2020-12-15
2018-04-03,서귀포시,예래동,18.4,0,1,골프장 운영업,376115950,2020-12-15
2018-04-03,제주시,아라동,16.4,0,2,건강보조식품 소매업,276000,2020-12-15
2018-04-03,제주시,삼양동,17.9,0,1.7,건강보조식품 소매업,2710000,2020-12-15
2018-04-03,제주시,조천읍,17.9,0,1.7,건강보조식품 소매업,2706800,2020-12-15
2018-04-03,제주시,화북동,17.9,0,1.7,건강보조식품 소매업,9132980,2020-12-15
2018-04-03,제주시,추자면,14.8,0,1.9,과실 및 채소 소매업,6211560,2020-12-15
2018-04-03,제주시,우도면,18.5,0,2.5,과실 및 채소 소매업,22836000,2020-12-15
2018-04-03,서귀포시,대정읍,17.9,0,2.4,건강보조식품 소매업,6322679,2020-12-15
2018-04-03,제주시,애월읍,17.8,0,3.2,건강보조식품 소매업,1090000,2020-12-15
2018-04-03,서귀포시,안덕면,18.4,0,2.2,건강보조식품 소매업,3905000,2020-12-15
2018-04-03,제주시,노형동,14.3,0,1.2,건강보조식품 소매업,40010110,2020-12-15
2018-04-03,제주시,연동,14.3,0,1.2,건강보조식품 소매업,349124193,2020-12-15
2018-04-03,제주시,한경면,19.9,0,3.3,골프장 운영업,360699746,2020-12-15
2018-04-03,제주시,한림읍,19.9,0,3.3,건강보조식품 소매업,3973600,2020-12-15
2018-04-03,서귀포시,남원읍,18.6,0,1.6,건강보조식품 소매업,1600000,2020-12-15
2018-04-03,서귀포시,효돈동,18.6,0,1.6,과실 및 채소 소매업,22235500,2020-12-15
2018-04-03,제주시,구좌읍,19.2,0,3.4,골프장 운영업,269068450,2020-12-15
2018-04-03,서귀포시,성산읍,19.1,0,2.8,건강보조식품 소매업,726500,2020-12-15
2018-04-03,서귀포시,표선면,19.1,0,2.8,건강보조식품 소매업,29567100,2020-12-15
2018-04-03,제주시,도두동,16.9,0,1.5,건강보조식품 소매업,330000,2020-12-15
2018-04-03,제주시,외도동,16.9,0,1.5,건강보조식품 소매업,9231080,2020-12-15
2018-04-03,제주시,이호동,16.9,0,1.5,건강보조식품 소매업,64799600,2020-12-15
2018-04-03,제주시,삼도2동,17,0,2.6,건강보조식품 소매업,373600,2020-12-15
2018-04-03,제주시,삼도1동,17,0,2.6,건강보조식품 소매업,13456660,2020-12-15
2018-04-03,제주시,오라동,17,0,2.6,골프장 운영업,509199467,2020-12-15
2018-04-03,제주시,용담2동,17,0,2.6,건강보조식품 소매업,146000,2020-12-15
2018-04-03,제주시,용담1동,17,0,2.6,건강보조식품 소매업,250000,2020-12-15
2018-04-03,제주시,이도2동,17,0,2.6,건강보조식품 소매업,14821800,2020-12-15
2018-04-03,제주시,이도1동,17,0,2.6,건강보조식품 소매업,17892400,2020-12-15
2018-04-03,제주시,일도2동,17,0,2.6,건강보조식품 소매업,3394000,2020-12-15
2018-04-03,제주시,일도1동,17,0,2.6,건강보조식품 소매업,1480000,2020-12-15
2018-04-03,제주시,건입동,14.7,0,1.5,건강보조식품 소매업,180000,2020-12-15
2018-04-03,제주시,봉개동,14.7,0,1.5,골프장 운영업,295684730,2020-12-15
2018-04-04,서귀포시,예래동,18.5,0,0.9,골프장 운영업,376115950,2020-12-15
2018-04-04,제주시,아라동,16.1,0,1.8,건강보조식품 소매업,276000,2020-12-15
2018-04-04,제주시,삼양동,17,0.5,1.7,건강보조식품 소매업,2710000,2020-12-15
2018-04-04,제주시,조천읍,17,0.5,1.7,건강보조식품 소매업,2706800,2020-12-15
2018-04-04,제주시,화북동,17,0.5,1.7,건강보조식품 소매업,9132980,2020-12-15
2018-04-04,제주시,추자면,14.4,2,3.2,과실 및 채소 소매업,6211560,2020-12-15
2018-04-04,제주시,우도면,17.9,1,2.5,과실 및 채소 소매업,22836000,2020-12-15
2018-04-04,서귀포시,대정읍,17.9,0.5,2.9,건강보조식품 소매업,6322679,2020-12-15
2018-04-04,제주시,애월읍,16.8,0,2.9,건강보조식품 소매업,1090000,2020-12-15
2018-04-04,서귀포시,안덕면,18.2,0,1.1,건강보조식품 소매업,3905000,2020-12-15
2018-04-04,제주시,노형동,14.9,0,2,건강보조식품 소매업,40010110,2020-12-15
2018-04-04,제주시,연동,14.9,0,2,건강보조식품 소매업,349124193,2020-12-15
2018-04-04,제주시,한경면,18.7,0,2.6,골프장 운영업,360699746,2020-12-15
2018-04-04,제주시,한림읍,18.7,0,2.6,건강보조식품 소매업,3973600,2020-12-15
2018-04-04,서귀포시,남원읍,19.1,0,2.3,건강보조식품 소매업,1600000,2020-12-15
2018-04-04,서귀포시,효돈동,19.1,0,2.3,과실 및 채소 소매업,22235500,2020-12-15
2018-04-04,제주시,구좌읍,17.8,1,3.9,골프장 운영업,269068450,2020-12-15
2018-04-04,서귀포시,성산읍,19,0,3,건강보조식품 소매업,726500,2020-12-15
2018-04-04,서귀포시,표선면,19,0,3,건강보조식품 소매업,29567100,2020-12-15
2018-04-04,제주시,도두동,17.3,0,1.6,건강보조식품 소매업,330000,2020-12-15
2018-04-04,제주시,외도동,17.3,0,1.6,건강보조식품 소매업,9231080,2020-12-15
2018-04-04,제주시,이호동,17.3,0,1.6,건강보조식품 소매업,64799600,2020-12-15
2018-04-04,제주시,삼도2동,17,0,1.9,건강보조식품 소매업,373600,2020-12-15
2018-04-04,제주시,삼도1동,17,0,1.9,건강보조식품 소매업,13456660,2020-12-15
2018-04-04,제주시,오라동,17,0,1.9,골프장 운영업,509199467,2020-12-15
2018-04-04,제주시,용담2동,17,0,1.9,건강보조식품 소매업,146000,2020-12-15
2018-04-04,제주시,용담1동,17,0,1.9,건강보조식품 소매업,250000,2020-12-15
2018-04-04,제주시,이도2동,17,0,1.9,건강보조식품 소매업,14821800,2020-12-15
2018-04-04,제주시,이도1동,17,0,1.9,건강보조식품 소매업,17892400,2020-12-15
2018-04-04,제주시,일도2동,17,0,1.9,건강보조식품 소매업,3394000,2020-12-15
2018-04-04,제주시,일도1동,17,0,1.9,건강보조식품 소매업,1480000,2020-12-15
2018-04-04,제주시,건입동,15.1,2.5,1.5,건강보조식품 소매업,180000,2020-12-15
2018-04-04,제주시,봉개동,15.1,2.5,1.5,골프장 운영업,295684730,2020-12-15
2018-04-05,서귀포시,예래동,16.8,5.5,2.2,골프장 운영업,376115950,2020-12-15
2018-04-05,제주시,아라동,15.1,0,3.6,건강보조식품 소매업,276000,2020-12-15
2018-04-05,제주시,삼양동,15.4,1.5,3.4,건강보조식품 소매업,2710000,2020-12-15
2018-04-05,제주시,조천읍,15.4,1.5,3.4,건강보조식품 소매업,2706800,2020-12-15
2018-04-05,제주시,화북동,15.4,1.5,3.4,건강보조식품 소매업,9132980,2020-12-15
2018-04-05,제주시,추자면,12.8,0.5,9,과실 및 채소 소매업,6211560,2020-12-15
2018-04-05,제주시,우도면,15.4,1,4.5,과실 및 채소 소매업,22836000,2020-12-15
2018-04-05,서귀포시,대정읍,16.6,2.5,7.6,건강보조식품 소매업,6322679,2020-12-15
2018-04-05,제주시,애월읍,17,4,4.3,건강보조식품 소매업,1090000,2020-12-15
2018-04-05,서귀포시,안덕면,17.2,7.5,3.3,건강보조식품 소매업,3905000,2020-12-15
2018-04-05,제주시,노형동,14.8,12.5,4.4,건강보조식품 소매업,40010110,2020-12-15
2018-04-05,제주시,연동,14.8,12.5,4.4,건강보조식품 소매업,349124193,2020-12-15
2018-04-05,제주시,한경면,17.8,2.5,3.3,골프장 운영업,360699746,2020-12-15
2018-04-05,제주시,한림읍,17.8,2.5,3.3,건강보조식품 소매업,3973600,2020-12-15
2018-04-05,서귀포시,남원읍,16.1,16.5,2.2,건강보조식품 소매업,1600000,2020-12-15
2018-04-05,서귀포시,효돈동,16.1,16.5,2.2,과실 및 채소 소매업,22235500,2020-12-15
2018-04-05,제주시,구좌읍,15.6,4.5,5.5,골프장 운영업,269068450,2020-12-15
2018-04-05,서귀포시,성산읍,16.1,18.5,3.5,건강보조식품 소매업,726500,2020-12-15
2018-04-05,서귀포시,표선면,16.1,18.5,3.5,건강보조식품 소매업,29567100,2020-12-15
2018-04-05,제주시,도두동,17.8,0,2.6,건강보조식품 소매업,330000,2020-12-15
2018-04-05,제주시,외도동,17.8,0,2.6,건강보조식품 소매업,9231080,2020-12-15
2018-04-05,제주시,이호동,17.8,0,2.6,건강보조식품 소매업,64799600,2020-12-15
2018-04-05,제주시,삼도2동,17.6,0,2.5,건강보조식품 소매업,373600,2020-12-15
2018-04-05,제주시,삼도1동,17.6,0,2.5,건강보조식품 소매업,13456660,2020-12-15
2018-04-05,제주시,오라동,17.6,0,2.5,골프장 운영업,509199467,2020-12-15
2018-04-05,제주시,용담2동,17.6,0,2.5,건강보조식품 소매업,146000,2020-12-15
2018-04-05,제주시,용담1동,17.6,0,2.5,건강보조식품 소매업,250000,2020-12-15
2018-04-05,제주시,이도2동,17.6,0,2.5,건강보조식품 소매업,14821800,2020-12-15
2018-04-05,제주시,이도1동,17.6,0,2.5,건강보조식품 소매업,17892400,2020-12-15
2018-04-05,제주시,일도2동,17.6,0,2.5,건강보조식품 소매업,3394000,2020-12-15
2018-04-05,제주시,일도1동,17.6,0,2.5,건강보조식품 소매업,1480000,2020-12-15
2018-04-05,제주시,건입동,13.2,8.5,3.4,건강보조식품 소매업,180000,2020-12-15
2018-04-05,제주시,봉개동,13.2,8.5,3.4,골프장 운영업,295684730,2020-12-15
2018-04-06,서귀포시,예래동,10.5,7.5,5.2,골프장 운영업,376115950,2020-12-15
2018-04-06,제주시,아라동,7.2,20.5,5.6,건강보조식품 소매업,276000,2020-12-15
2018-04-06,제주시,삼양동,9.1,12.5,7.1,건강보조식품 소매업,2710000,2020-12-15
2018-04-06,제주시,조천읍,9.1,12.5,7.1,건강보조식품 소매업,2706800,2020-12-15
2018-04-06,제주시,화북동,9.1,12.5,7.1,건강보조식품 소매업,9132980,2020-12-15
2018-04-06,제주시,추자면,9.4,18,3,과실 및 채소 소매업,6211560,2020-12-15
2018-04-06,제주시,우도면,10.8,10,7.2,과실 및 채소 소매업,22836000,2020-12-15
2018-04-06,서귀포시,대정읍,11.3,4.5,15.1,건강보조식품 소매업,6322679,2020-12-15
2018-04-06,제주시,애월읍,6.8,34,4.6,건강보조식품 소매업,1090000,2020-12-15
2018-04-06,서귀포시,안덕면,9.3,15,6.5,건강보조식품 소매업,3905000,2020-12-15
2018-04-06,제주시,노형동,4.9,28.5,2.2,건강보조식품 소매업,40010110,2020-12-15
2018-04-06,제주시,연동,4.9,28.5,2.2,건강보조식품 소매업,349124193,2020-12-15
2018-04-06,제주시,한경면,10.3,19,5.9,골프장 운영업,360699746,2020-12-15
2018-04-06,제주시,한림읍,10.3,19,5.9,건강보조식품 소매업,3973600,2020-12-15
2018-04-06,서귀포시,남원읍,13.4,7,6.4,건강보조식품 소매업,1600000,2020-12-15
2018-04-06,서귀포시,효돈동,13.4,7,6.4,과실 및 채소 소매업,22235500,2020-12-15
2018-04-06,제주시,구좌읍,10.5,8,10.6,골프장 운영업,269068450,2020-12-15
2018-04-06,서귀포시,성산읍,11.2,9,6.3,건강보조식품 소매업,726500,2020-12-15
2018-04-06,서귀포시,표선면,11.2,9,6.3,건강보조식품 소매업,29567100,2020-12-15
2018-04-06,제주시,도두동,10.2,25,4.6,건강보조식품 소매업,330000,2020-12-15
2018-04-06,제주시,외도동,10.2,25,4.6,건강보조식품 소매업,9231080,2020-12-15
2018-04-06,제주시,이호동,10.2,25,4.6,건강보조식품 소매업,64799600,2020-12-15
2018-04-06,제주시,삼도2동,8.6,23,4.8,건강보조식품 소매업,373600,2020-12-15
2018-04-06,제주시,삼도1동,8.6,23,4.8,건강보조식품 소매업,13456660,2020-12-15
2018-04-06,제주시,오라동,8.6,23,4.8,골프장 운영업,509199467,2020-12-15
2018-04-06,제주시,용담2동,8.6,23,4.8,건강보조식품 소매업,146000,2020-12-15
2018-04-06,제주시,용담1동,8.6,23,4.8,건강보조식품 소매업,250000,2020-12-15
2018-04-06,제주시,이도2동,8.6,23,4.8,건강보조식품 소매업,14821800,2020-12-15
2018-04-06,제주시,이도1동,8.6,23,4.8,건강보조식품 소매업,17892400,2020-12-15
2018-04-06,제주시,일도2동,8.6,23,4.8,건강보조식품 소매업,3394000,2020-12-15
2018-04-06,제주시,일도1동,8.6,23,4.8,건강보조식품 소매업,1480000,2020-12-15
2018-04-06,제주시,건입동,6.2,19.5,5.7,건강보조식품 소매업,180000,2020-12-15
2018-04-06,제주시,봉개동,6.2,19.5,5.7,골프장 운영업,295684730,2020-12-15
2018-04-07,서귀포시,예래동,5.3,2,4.5,골프장 운영업,376115950,2020-12-15
2018-04-07,제주시,아라동,3.1,0,6.3,건강보조식품 소매업,276000,2020-12-15
2018-04-07,제주시,삼양동,5.8,0,7.8,건강보조식품 소매업,2710000,2020-12-15
2018-04-07,제주시,조천읍,5.8,0,7.8,건강보조식품 소매업,2706800,2020-12-15
2018-04-07,제주시,화북동,5.8,0,7.8,건강보조식품 소매업,9132980,2020-12-15
2018-04-07,제주시,추자면,7.2,0,2.9,과실 및 채소 소매업,6211560,2020-12-15
2018-04-07,제주시,우도면,7.5,0,7,과실 및 채소 소매업,22836000,2020-12-15
2018-04-07,서귀포시,대정읍,8.3,1.5,14.5,건강보조식품 소매업,6322679,2020-12-15
2018-04-07,제주시,애월읍,2.9,0,4.6,건강보조식품 소매업,1090000,2020-12-15
2018-04-07,서귀포시,안덕면,5.4,0.5,4.5,건강보조식품 소매업,3905000,2020-12-15
2018-04-07,제주시,노형동,-0.9,1,1.6,건강보조식품 소매업,40010110,2020-12-15
2018-04-07,제주시,연동,-0.9,1,1.6,건강보조식품 소매업,349124193,2020-12-15
2018-04-07,제주시,한경면,6.9,0.5,4.8,골프장 운영업,360699746,2020-12-15
2018-04-07,제주시,한림읍,6.9,0.5,4.8,건강보조식품 소매업,3973600,2020-12-15
2018-04-07,서귀포시,남원읍,6.5,0.5,4.3,건강보조식품 소매업,1600000,2020-12-15
2018-04-07,서귀포시,효돈동,6.5,0.5,4.3,과실 및 채소 소매업,22235500,2020-12-15
2018-04-07,제주시,구좌읍,6.8,0,10.4,골프장 운영업,269068450,2020-12-15
2018-04-07,서귀포시,성산읍,5.7,0.5,5,건강보조식품 소매업,726500,2020-12-15
2018-04-07,서귀포시,표선면,5.7,0.5,5,건강보조식품 소매업,29567100,2020-12-15
2018-04-07,제주시,도두동,6.6,0,6.5,건강보조식품 소매업,330000,2020-12-15
2018-04-07,제주시,외도동,6.6,0,6.5,건강보조식품 소매업,9231080,2020-12-15
2018-04-07,제주시,이호동,6.6,0,6.5,건강보조식품 소매업,64799600,2020-12-15
2018-04-07,제주시,삼도2동,4.8,0,6.2,건강보조식품 소매업,373600,2020-12-15
2018-04-07,제주시,삼도1동,4.8,0,6.2,건강보조식품 소매업,13456660,2020-12-15
2018-04-07,제주시,오라동,4.8,0,6.2,골프장 운영업,509199467,2020-12-15
2018-04-07,제주시,용담2동,4.8,0,6.2,건강보조식품 소매업,146000,2020-12-15
2018-04-07,제주시,용담1동,4.8,0,6.2,건강보조식품 소매업,250000,2020-12-15
2018-04-07,제주시,이도2동,4.8,0,6.2,건강보조식품 소매업,14821800,2020-12-15
2018-04-07,제주시,이도1동,4.8,0,6.2,건강보조식품 소매업,17892400,2020-12-15
2018-04-07,제주시,일도2동,4.8,0,6.2,건강보조식품 소매업,3394000,2020-12-15
2018-04-07,제주시,일도1동,4.8,0,6.2,건강보조식품 소매업,1480000,2020-12-15
2018-04-07,제주시,건입동,1.6,0.5,6.3,건강보조식품 소매업,180000,2020-12-15
2018-04-07,제주시,봉개동,1.6,0.5,6.3,골프장 운영업,295684730,2020-12-15
2018-04-08,서귀포시,예래동,9.9,0,3,골프장 운영업,376115950,2020-12-15
2018-04-08,제주시,아라동,9.1,0,3.4,건강보조식품 소매업,276000,2020-12-15
2018-04-08,제주시,삼양동,11.4,0,4.1,건강보조식품 소매업,2710000,2020-12-15
2018-04-08,제주시,조천읍,11.4,0,4.1,건강보조식품 소매업,2706800,2020-12-15
2018-04-08,제주시,화북동,11.4,0,4.1,건강보조식품 소매업,9132980,2020-12-15
2018-04-08,제주시,추자면,11.5,0,4.4,과실 및 채소 소매업,6211560,2020-12-15
2018-04-08,제주시,우도면,11.3,0,3.4,과실 및 채소 소매업,22836000,2020-12-15
2018-04-08,서귀포시,대정읍,12.2,0,8.9,건강보조식품 소매업,6322679,2020-12-15
2018-04-08,제주시,애월읍,7.3,0,5,건강보조식품 소매업,1090000,2020-12-15
2018-04-08,서귀포시,안덕면,9.9,0,2.6,건강보조식품 소매업,3905000,2020-12-15
2018-04-08,제주시,노형동,4,0,5.4,건강보조식품 소매업,40010110,2020-12-15
2018-04-08,제주시,연동,4,0,5.4,건강보조식품 소매업,349124193,2020-12-15
2018-04-08,제주시,한경면,11.1,0,4.8,골프장 운영업,360699746,2020-12-15
2018-04-08,제주시,한림읍,11.1,0,4.8,건강보조식품 소매업,3973600,2020-12-15
2018-04-08,서귀포시,남원읍,11.3,0,4.5,건강보조식품 소매업,1600000,2020-12-15
2018-04-08,서귀포시,효돈동,11.3,0,4.5,과실 및 채소 소매업,22235500,2020-12-15
2018-04-08,제주시,구좌읍,10.3,0,5.4,골프장 운영업,269068450,2020-12-15
2018-04-08,서귀포시,성산읍,9.6,0,4.4,건강보조식품 소매업,726500,2020-12-15
2018-04-08,서귀포시,표선면,9.6,0,4.4,건강보조식품 소매업,29567100,2020-12-15
2018-04-08,제주시,도두동,10.6,0,5.4,건강보조식품 소매업,330000,2020-12-15
2018-04-08,제주시,외도동,10.6,0,5.4,건강보조식품 소매업,9231080,2020-12-15
2018-04-08,제주시,이호동,10.6,0,5.4,건강보조식품 소매업,64799600,2020-12-15
2018-04-08,제주시,삼도2동,10.5,0,5.8,건강보조식품 소매업,373600,2020-12-15
2018-04-08,제주시,삼도1동,10.5,0,5.8,건강보조식품 소매업,13456660,2020-12-15
2018-04-08,제주시,오라동,10.5,0,5.8,골프장 운영업,509199467,2020-12-15
2018-04-08,제주시,용담2동,10.5,0,5.8,건강보조식품 소매업,146000,2020-12-15
2018-04-08,제주시,용담1동,10.5,0,5.8,건강보조식품 소매업,250000,2020-12-15
2018-04-08,제주시,이도2동,10.5,0,5.8,건강보조식품 소매업,14821800,2020-12-15
2018-04-08,제주시,이도1동,10.5,0,5.8,건강보조식품 소매업,17892400,2020-12-15
2018-04-08,제주시,일도2동,10.5,0,5.8,건강보조식품 소매업,3394000,2020-12-15
2018-04-08,제주시,일도1동,10.5,0,5.8,건강보조식품 소매업,1480000,2020-12-15
2018-04-08,제주시,건입동,8.4,0,3.3,건강보조식품 소매업,180000,2020-12-15
2018-04-08,제주시,봉개동,8.4,0,3.3,골프장 운영업,295684730,2020-12-15
2018-04-09,서귀포시,예래동,14.7,0,2,골프장 운영업,376115950,2020-12-15
2018-04-09,제주시,아라동,12.7,0,2.6,건강보조식품 소매업,276000,2020-12-15
2018-04-09,제주시,삼양동,14.1,0,3.1,건강보조식품 소매업,2710000,2020-12-15
2018-04-09,제주시,조천읍,14.1,0,3.1,건강보조식품 소매업,2706800,2020-12-15
2018-04-09,제주시,화북동,14.1,0,3.1,건강보조식품 소매업,9132980,2020-12-15
2018-04-09,제주시,추자면,12.4,0,1.9,과실 및 채소 소매업,6211560,2020-12-15
2018-04-09,제주시,우도면,13.8,0,3,과실 및 채소 소매업,22836000,2020-12-15
2018-04-09,서귀포시,대정읍,14.5,0,6,건강보조식품 소매업,6322679,2020-12-15
2018-04-09,제주시,애월읍,13.6,0,2.9,건강보조식품 소매업,1090000,2020-12-15
2018-04-09,서귀포시,안덕면,14.7,0,1.6,건강보조식품 소매업,3905000,2020-12-15
2018-04-09,제주시,노형동,11.2,0,2.4,건강보조식품 소매업,40010110,2020-12-15
2018-04-09,제주시,연동,11.2,0,2.4,건강보조식품 소매업,349124193,2020-12-15
2018-04-09,제주시,한경면,13.7,0,2.6,골프장 운영업,360699746,2020-12-15
2018-04-09,제주시,한림읍,13.7,0,2.6,건강보조식품 소매업,3973600,2020-12-15
2018-04-09,서귀포시,남원읍,14.1,0,3.4,건강보조식품 소매업,1600000,2020-12-15
2018-04-09,서귀포시,효돈동,14.1,0,3.4,과실 및 채소 소매업,22235500,2020-12-15
2018-04-09,제주시,구좌읍,13.6,0,4.7,골프장 운영업,269068450,2020-12-15
2018-04-09,서귀포시,성산읍,13.1,0,2.5,건강보조식품 소매업,726500,2020-12-15
2018-04-09,서귀포시,표선면,13.1,0,2.5,건강보조식품 소매업,29567100,2020-12-15
2018-04-09,제주시,도두동,12.3,0,2.7,건강보조식품 소매업,330000,2020-12-15
2018-04-09,제주시,외도동,12.3,0,2.7,건강보조식품 소매업,9231080,2020-12-15
2018-04-09,제주시,이호동,12.3,0,2.7,건강보조식품 소매업,64799600,2020-12-15
2018-04-09,제주시,삼도2동,12.8,0,3.8,건강보조식품 소매업,373600,2020-12-15
2018-04-09,제주시,삼도1동,12.8,0,3.8,건강보조식품 소매업,13456660,2020-12-15
2018-04-09,제주시,오라동,12.8,0,3.8,골프장 운영업,509199467,2020-12-15
2018-04-09,제주시,용담2동,12.8,0,3.8,건강보조식품 소매업,146000,2020-12-15
2018-04-09,제주시,용담1동,12.8,0,3.8,건강보조식품 소매업,250000,2020-12-15
2018-04-09,제주시,이도2동,12.8,0,3.8,건강보조식품 소매업,14821800,2020-12-15
2018-04-09,제주시,이도1동,12.8,0,3.8,건강보조식품 소매업,17892400,2020-12-15
2018-04-09,제주시,일도2동,12.8,0,3.8,건강보조식품 소매업,3394000,2020-12-15
2018-04-09,제주시,일도1동,12.8,0,3.8,건강보조식품 소매업,1480000,2020-12-15
2018-04-09,제주시,건입동,11.4,0,2.8,건강보조식품 소매업,180000,2020-12-15
2018-04-09,제주시,봉개동,11.4,0,2.8,골프장 운영업,295684730,2020-12-15
2018-04-10,서귀포시,예래동,16.4,0,2,골프장 운영업,376115950,2020-12-15
2018-04-10,제주시,아라동,16,0,2.4,건강보조식품 소매업,276000,2020-12-15
2018-04-10,제주시,삼양동,17.7,0,4.1,건강보조식품 소매업,2710000,2020-12-15
2018-04-10,제주시,조천읍,17.7,0,4.1,건강보조식품 소매업,2706800,2020-12-15
2018-04-10,제주시,화북동,17.7,0,4.1,건강보조식품 소매업,9132980,2020-12-15
2018-04-10,제주시,추자면,16.4,0,6.2,과실 및 채소 소매업,6211560,2020-12-15
2018-04-10,제주시,우도면,17.2,0,4.1,과실 및 채소 소매업,22836000,2020-12-15
2018-04-10,서귀포시,대정읍,17.1,0,4.6,건강보조식품 소매업,6322679,2020-12-15
2018-04-10,제주시,애월읍,16,0,9.1,건강보조식품 소매업,1090000,2020-12-15
2018-04-10,서귀포시,안덕면,16.6,0,4.3,건강보조식품 소매업,3905000,2020-12-15
2018-04-10,제주시,노형동,12.6,0,7.6,건강보조식품 소매업,40010110,2020-12-15
2018-04-10,제주시,연동,12.6,0,7.6,건강보조식품 소매업,349124193,2020-12-15
2018-04-10,제주시,한경면,18.2,0,7.2,골프장 운영업,360699746,2020-12-15
2018-04-10,제주시,한림읍,18.2,0,7.2,건강보조식품 소매업,3973600,2020-12-15
2018-04-10,서귀포시,남원읍,16.8,0,3.5,건강보조식품 소매업,1600000,2020-12-15
2018-04-10,서귀포시,효돈동,16.8,0,3.5,과실 및 채소 소매업,22235500,2020-12-15
2018-04-10,제주시,구좌읍,17.9,0,5.8,골프장 운영업,269068450,2020-12-15
2018-04-10,서귀포시,성산읍,17.1,0,4.7,건강보조식품 소매업,726500,2020-12-15
2018-04-10,서귀포시,표선면,17.1,0,4.7,건강보조식품 소매업,29567100,2020-12-15
2018-04-10,제주시,도두동,18.2,0,5.1,건강보조식품 소매업,330000,2020-12-15
2018-04-10,제주시,외도동,18.2,0,5.1,건강보조식품 소매업,9231080,2020-12-15
2018-04-10,제주시,이호동,18.2,0,5.1,건강보조식품 소매업,64799600,2020-12-15
2018-04-10,제주시,삼도2동,16.9,0,4.2,건강보조식품 소매업,373600,2020-12-15
2018-04-10,제주시,삼도1동,16.9,0,4.2,건강보조식품 소매업,13456660,2020-12-15
2018-04-10,제주시,오라동,16.9,0,4.2,골프장 운영업,509199467,2020-12-15
2018-04-10,제주시,용담2동,16.9,0,4.2,건강보조식품 소매업,146000,2020-12-15
2018-04-10,제주시,용담1동,16.9,0,4.2,건강보조식품 소매업,250000,2020-12-15
2018-04-10,제주시,이도2동,16.9,0,4.2,건강보조식품 소매업,14821800,2020-12-15
2018-04-10,제주시,이도1동,16.9,0,4.2,건강보조식품 소매업,17892400,2020-12-15
2018-04-10,제주시,일도2동,16.9,0,4.2,건강보조식품 소매업,3394000,2020-12-15
2018-04-10,제주시,일도1동,16.9,0,4.2,건강보조식품 소매업,1480000,2020-12-15
2018-04-10,제주시,건입동,14,0,3.3,건강보조식품 소매업,180000,2020-12-15
2018-04-10,제주시,봉개동,14,0,3.3,골프장 운영업,295684730,2020-12-15
2018-04-11,서귀포시,예래동,17.1,0,1.2,골프장 운영업,376115950,2020-12-15
2018-04-11,제주시,아라동,15.6,0,2.1,건강보조식품 소매업,276000,2020-12-15
2018-04-11,제주시,삼양동,16.7,0,2.9,건강보조식품 소매업,2710000,2020-12-15
2018-04-11,제주시,조천읍,16.7,0,2.9,건강보조식품 소매업,2706800,2020-12-15
2018-04-11,제주시,화북동,16.7,0,2.9,건강보조식품 소매업,9132980,2020-12-15
2018-04-11,제주시,추자면,14.3,0,2.7,과실 및 채소 소매업,6211560,2020-12-15
2018-04-11,제주시,우도면,16.2,0,3.4,과실 및 채소 소매업,22836000,2020-12-15
2018-04-11,서귀포시,대정읍,15.9,0,6.4,건강보조식품 소매업,6322679,2020-12-15
2018-04-11,제주시,애월읍,15.1,0,3.2,건강보조식품 소매업,1090000,2020-12-15
